NAME_1,NAME_2,elev_mean,elev_min,elev_max,slope_mean,slope_min,slope_max,slope_std
Kelantan,Bachok,8.193207053772717,-25.0,200.0,1.1496984346332422,0.0,30.455467224121094,1.877989120572144
Kelantan,Gua Musang,452.994118164522,20.0,2183.0,12.063253830097077,0.0,60.07530212402344,7.600862658668211
Kelantan,Jeli,461.7719239713341,23.0,1837.0,12.4868093216862,0.0,49.44751739501953,7.918626532547133
Kelantan,Kota Bharu,13.606842270421664,-16.0,425.0,1.099360176177772,0.0,37.63243103027344,1.285874329707099
Kelantan,Kuala Krai,255.09488443861048,-6.0,1695.0,10.35906717303584,0.0,55.41812133789063,7.201412142032418
Kelantan,Machang,130.01652010433372,8.0,698.0,7.11369051179297,0.0,44.849586486816406,7.173487950453219
Kelantan,Pasir Mas,16.586800363701798,-2.0,275.0,1.3775007967139974,0.0,30.48772621154785,1.7151300949935635
Kelantan,Pasir Putih,35.95755160189045,-23.0,522.0,3.0144767786046995,0.0,40.54186630249024,5.270519231528622
Kelantan,Tanah Merah,95.63595261607934,4.0,858.0,6.182598716107572,0.0,39.222076416015625,6.562811195536602
Kelantan,Tumpat,6.868064979059483,-3.0,28.0,0.8769394645616461,0.0,5.04339075088501,0.6241774713935787
Kuala Lumpur,Kuala Lumpur,62.96029351757234,-115.0,330.0,3.656308101251114,0.0,31.027982711791992,3.727945319632681
Labuan,Labuan,18.196229684450056,-6.0,95.0,2.2918644849147927,0.0,16.568132400512695,2.014302055919661
Melaka,Alor Gajah,46.98526405210251,-17.0,294.0,3.456555897298743,0.0,31.496150970458984,2.801798077548042
Melaka,Jasin,48.93640512931972,-15.0,496.0,3.0000499758607164,0.0,32.43239974975586,3.273158657100931
Melaka,Melaka Tengah,18.09832385862199,-13.0,181.0,1.917990840417668,0.0,24.93279266357422,1.7960806658198762
Negeri Sembilan,Jelebu,336.8205809641965,52.0,1446.0,11.52532869672042,0.0,44.21565628051758,7.749650252170196
Negeri Sembilan,Jempol,90.82825751640686,18.0,792.0,3.857929855127484,0.0,37.30485153198242,4.379856221205514
Negeri Sembilan,Kuala Pilah,273.0726399095534,55.0,1158.0,10.562971251600477,0.0,35.64292907714844,7.206348431328853
Negeri Sembilan,Port Dickson,29.576910639215264,-15.0,266.0,2.772397372531049,0.0,24.79804992675781,2.2092570598413737
Negeri Sembilan,Rembau,149.59832572408453,-3.0,930.0,7.39109124909515,0.0,35.90032196044922,7.029676634588162
Negeri Sembilan,Seremban,140.56497405453246,-10.0,1191.0,6.624493673950231,0.0,35.85755920410156,6.198698215625739
Negeri Sembilan,Tampin,93.25613476221363,18.0,770.0,4.742948694293762,0.0,34.194541931152344,4.700150904882182
Pahang,Bentong,367.9650177267269,5.0,1782.0,10.804250950459991,0.0,49.72101593017578,8.17754331026495
Pahang,Bera,67.2639182352101,6.0,629.0,3.4592205211193776,0.0,37.67350387573242,3.270050589966345
Pahang,Cameron Highlands,1217.0415360050538,202.0,2094.0,15.498696116042884,0.0,44.60330581665039,6.635362777454327
Pahang,Jerantut,312.3159255503582,13.0,2160.0,10.552606270296696,0.0,62.754913330078125,7.588727252128469
Pahang,Kuantan,124.42481003521698,-40.0,1312.0,6.178622710235971,0.0,52.39372253417969,6.611601302538436
Pahang,Lipis,288.30423005249884,13.0,2114.0,9.245054768571102,0.0,54.726783752441406,7.064792256138412
Pahang,Maran,112.3164604733216,-1.0,981.0,6.052454983687468,0.0,43.44186782836914,5.509155870261591
Pahang,Pekan,40.84935849309693,-8.0,647.0,2.6469661061489176,0.0,39.71052551269531,3.680216981860539
Pahang,Raub,485.1481557410997,60.0,2108.0,11.499293613065626,0.0,48.63877868652344,7.90087949613254
Pahang,Rompin,91.8373251710487,-17.0,1030.0,4.784552161263508,0.0,43.41990661621094,5.104555753494842
Pahang,Temerloh,148.24693209628705,-3.0,1996.0,5.498910820303282,0.0,49.9645881652832,6.185917743467628
Perak,Batang Padang,384.8095779888148,-21.0,2128.0,9.90983229604194,0.0,48.705753326416016,8.865224558360724
Perak,Hilir Perak,9.947008724729686,-18.0,140.0,0.8111484351057309,0.0,19.096656799316406,0.7988520741159278
Perak,Hulu Perak,599.9361407131541,34.0,2156.0,13.40389741748404,0.0,50.17591857910156,7.41228695191788
Perak,Kampar,420.6422935663791,3.0,1788.0,11.500564686142065,0.0,44.89069747924805,8.999664201950687
Perak,Kerian,10.831048018552275,-22.0,377.0,1.2829509288126786,0.0,34.01291275024414,2.121898491987662
Perak,Kinta,356.8290747968076,-21.0,2168.0,10.373532989646524,0.0,57.94646453857422,10.31266004981927
Perak,Kuala Kangsar,460.2856205711521,22.0,2152.0,12.25786332714904,0.0,60.02129364013672,8.478031809243161
Perak,Larut and Matang,162.03405263443878,-15.0,1605.0,7.196785835050882,0.0,44.43718338012695,8.747962674716193
Perak,Manjung,27.88781902437133,-27.0,536.0,3.085165489075967,0.0,42.570648193359375,5.4101139487884655
Perak,Perak Tengah,23.53585166278808,-8.0,606.0,1.9538825955042125,0.0,33.65713119506836,3.0829775993471835
Perlis,Perlis,56.361243437793725,-9.0,741.0,3.648235485185846,0.0,57.0662727355957,6.4815011888256295
Pulau Pinang,Barat Daya,125.10783949139332,-20.0,758.0,10.365636153758992,0.0,39.45687484741211,8.981818348450556
Pulau Pinang,Seberang Perai Selatan,20.033098115575868,-32.0,416.0,2.328996352607355,0.0,33.329315185546875,3.949164333565099
Pulau Pinang,Seberang Perai Tengah,28.673147653202065,-12.0,558.0,3.122405413416364,0.0,39.507789611816406,5.133828650728525
Pulau Pinang,Seberang Perai Utara,8.640352375356953,-32.0,74.0,0.9195383935007778,0.0,10.984134674072266,0.7582897445015776
Pulau Pinang,Timur Laut,182.6714362368092,-26.0,827.0,10.549637595057034,0.0,44.49152755737305,9.006713607999519
Putrajaya,Putrajaya,30.460640145054477,-43.0,140.0,3.368629679500853,0.0,19.036401748657227,2.8357038851372
Sabah,Beaufort,115.70154701983158,-9.0,1214.0,6.488490936062153,0.0,39.728981018066406,7.279715996328546
Sabah,Beluran,121.1308333843585,-33.0,1820.0,6.480431916164371,0.0,57.16363906860352,7.364722919871083
Sabah,Keningau,550.2036569742029,227.0,1668.0,9.002386106959255,0.0,46.95651626586914,6.920448740682593
Sabah,Kinabatangan,52.2722354778085,-37.0,1211.0,3.535436443364255,0.0,42.03392028808594,4.139663836808995
Sabah,Kota Belud,457.6062445139829,-20.0,4059.0,13.032015727504737,0.0,72.16496276855469,10.525291095709097
Sabah,Kota Kinabalu,216.3045481970244,-34.0,1408.0,10.67270923649535,0.0,38.92527770996094,8.027509185762076
Sabah,Kota Marudu,396.0971159002375,-8.0,2203.0,11.888010437208408,0.0,53.66893005371094,7.634312482057585
Sabah,Kuala Penyu,18.160570437936084,-17.0,139.0,1.7561017710908968,0.0,20.791486740112305,1.838067959634304
Sabah,Kudat,51.97272530202616,-6.0,526.0,5.054474463345805,0.0,37.82686996459961,4.587585687904928
Sabah,Kunak,167.8581014008342,-4.0,740.0,6.489996491043807,0.0,49.58819580078125,5.48199827154059
Sabah,Lahad Datu,201.3116687085281,-8.0,1286.0,7.708824212387771,0.0,45.78859329223633,6.754303674641847
Sabah,Nabawan,629.0327435853461,91.0,1860.0,13.373422309986744,0.0,49.71455383300781,6.706622654232772
Sabah,Papar,300.8482626935781,-5.0,1436.0,11.180129051492823,0.0,41.63284683227539,8.26889714027901
Sabah,Penampang,525.7677760140693,-7.0,1963.0,15.42611981376574,0.0,36.88412094116211,7.465231567858514
Sabah,Pitas,84.78760597933929,-8.0,718.0,5.681293017039759,0.0,36.94472503662109,5.565920772646549
Sabah,Putatan,19.029352226720647,-7.0,210.0,2.9689721247232286,0.0,23.967914581298828,3.9834313968418473
Sabah,Ranau,683.1082515579169,41.0,4000.0,15.575162533248744,0.0,63.000484466552734,7.870795468538931
Sabah,Sandakan,20.284130483670623,-26.0,247.0,2.259709406578628,0.0,42.53114700317383,2.427638177956446
Sabah,Semporna,61.30620282591508,-7.0,602.0,5.522467604298357,0.0,52.33285140991211,7.063835956356328
Sabah,Sipitang,980.5151521877046,-14.0,2080.0,12.30793498935092,0.0,45.79201889038086,6.539064940647925
Sabah,Tambunan,1073.889439156334,353.0,2636.0,15.91434036624797,0.0,50.60675811767578,6.901713953827263
Sabah,Tawau,228.22096297846107,-34.0,1486.0,7.903516084823756,0.0,46.79254150390625,6.457018296313295
Sabah,Tenom,690.0242351426026,21.0,1805.0,13.701264375700209,0.0,46.12442779541016,7.257979393011658
Sabah,Tongod,401.3377111713965,1.0,2473.0,11.372951952105613,0.0,52.521263122558594,7.488799939692565
Sabah,Tuaran,434.9597129738696,-17.0,2061.0,14.556826073021554,0.0,44.50923156738281,8.306014504777142
Sarawak,Asajaya,9.770902272225898,-2.0,29.0,1.0066927827684768,0.0,5.315567970275879,0.6232480111814557
Sarawak,Bau,121.2787421335434,-4.0,1149.0,7.165509985654727,0.0,51.10429763793945,7.986845585343121
Sarawak,Belaga,633.0949653672812,34.0,2024.0,13.734705859202524,0.0,62.50844192504883,7.476328234925226
Sarawak,Betong,59.75423732684165,-12.0,784.0,3.642172794796088,0.0,43.129173278808594,4.707067776332587
Sarawak,Bintulu,72.37950029383775,-19.0,952.0,4.786288781804909,0.0,46.89534759521485,4.805414443119488
Sarawak,Dalat,18.658169516304284,-6.0,84.0,1.2669419980042216,0.0,9.182781219482422,0.9468447970224224
Sarawak,Daro,13.70885985078549,-26.0,47.0,1.147758199792135,0.0,7.508535385131836,0.8883914332600686
Sarawak,Julau,132.5242057397381,10.0,697.0,7.838238955964322,0.0,31.8625545501709,4.98163320334129
Sarawak,Kanowit,99.58331557639036,0.0,747.0,7.101743747016009,0.0,40.81760025024414,4.835630616579631
Sarawak,Kapit,376.0912613839663,-12.0,2046.0,14.213255202367508,0.0,65.55632781982422,7.405592440697238
Sarawak,Kuching,89.91861707901796,-63.0,1320.0,5.953312855264975,0.0,52.898284912109375,7.912933121168916
Sarawak,Lawas,721.2008773852209,-20.0,2007.0,11.956779540966924,0.0,47.410980224609375,7.441616320090357
Sarawak,Limbang,485.01443849020944,-12.0,2418.0,12.291760193433042,0.0,66.90714263916016,8.634588478746148
Sarawak,Lubok Antu,311.79517085520155,14.0,1286.0,12.465740007694926,0.0,45.29280090332031,7.993751912714807
Sarawak,Lundu,89.11037803460229,-8.0,1572.0,4.792457567873703,0.0,41.27568054199219,6.131820221439308
Sarawak,Marudi,472.11218417086366,-6.0,2376.0,11.489321808225574,0.0,65.8485336303711,8.336937718976502
Sarawak,Matu,17.01367829113572,-12.0,45.0,1.073195257849357,0.0,6.835453510284424,0.7718689406022692
Sarawak,Meradong,24.40194476530505,-9.0,153.0,2.0176216513429632,0.0,19.287038803100582,1.7264653133648438
Sarawak,Miri,38.57276474256237,-17.0,443.0,2.5906522645386056,0.0,49.044036865234375,2.9947158460398158
Sarawak,Mukah,19.23568196474469,-18.0,80.0,1.2642303196595557,0.0,16.530309677124023,0.9505520403583888
Sarawak,Pakan,119.976070292398,18.0,583.0,6.34811142215854,0.0,41.62001419067383,5.068607918220331
Sarawak,Samarahan,14.487509755441732,-12.0,124.0,1.2411748598831702,0.0,19.600801467895508,1.0421737711855026
Sarawak,Saratok,35.00262859935043,-23.0,370.0,2.6744245288694373,0.0,35.36703109741211,3.0344561168122683
Sarawak,Sarikei,28.629458146723017,-22.0,255.0,2.511895935865618,0.0,22.603139877319336,2.2145762931386286
Sarawak,Selangau,125.25273620533568,-3.0,1057.0,7.1642703817500735,0.0,55.4633903503418,6.080040778581476
Sarawak,Serian,72.31053671919058,-95.0,876.0,5.054305426960402,0.0,52.257843017578125,6.6968358787930695
Sarawak,Sibu,25.53598302114079,-9.0,287.0,1.702332356314852,0.0,28.942169189453125,1.7200981056033966
Sarawak,Simunjan,43.33965945006885,-10.0,855.0,3.0524216822402126,0.0,44.263946533203125,5.030661794030597
Sarawak,Song,292.8458731607643,-4.0,1275.0,12.93834553666354,0.0,47.143550872802734,6.4529271096759
Sarawak,Sri Aman,116.07869475493123,-10.0,1190.0,6.109649122807017,0.0,48.715362548828125,6.895126521291361
Sarawak,Tatau,127.400607190593,-28.0,1072.0,7.045911937595052,0.0,55.87178421020508,6.372031097848327
Selangor,Gombak,213.4995838388504,-78.0,1368.0,9.042132128754936,0.0,45.79513931274414,7.341314854894495
Selangor,Hulu Langat,220.12192386243788,-42.0,1453.0,9.064012217582723,0.0,39.53400039672852,7.541432074860497
Selangor,Hulu Selangor,290.5095656343236,-11.0,1829.0,9.7179784490362,0.0,43.85874557495117,7.776852530684605
Selangor,Klang,8.532770403013938,-31.0,97.0,1.1445382072886696,0.0,14.000378608703612,1.001969533844724
Selangor,Kuala Langat,11.309442167958066,-24.0,248.0,1.008893228343969,0.0,32.278404235839844,1.189868457853261
Selangor,Kuala Selangor,16.042503416654057,-43.0,209.0,1.3802917089102924,0.0,26.88017845153809,1.9260371183422185
Selangor,Petaling,41.44640130430286,-75.0,344.0,3.469926700139753,0.0,39.776615142822266,3.487627576026739
Selangor,Sabak Bernam,12.157404134793458,-25.0,82.0,0.8097704572328995,0.0,9.985729217529297,0.6224791513991947
Selangor,Sepang,25.68008323518693,-52.0,278.0,2.338261531500685,0.0,27.001771926879883,2.692064630262889
Trengganu,Besut,227.5814498628177,-12.0,1518.0,8.763961236563471,0.0,53.37234878540039,8.521652653259325
Trengganu,Dungun,187.87497710882093,-18.0,1557.0,7.933946138388074,0.0,53.70713806152344,7.227949840953192
Trengganu,Hulu Terengganu,325.736089893321,-16.0,1561.0,10.680219839869723,0.0,50.256080627441406,8.127053330308756
Trengganu,Kemaman,100.52500028889156,-15.0,1247.0,6.482872017603791,0.0,49.61505889892578,6.267776817887659
Trengganu,Kuala Terengganu,25.52426488563964,-33.0,345.0,3.299452075518764,0.0,28.19805335998535,4.123612393772584
Trengganu,Marang,28.089843064083475,-24.0,390.0,3.595494240262214,0.0,34.11977005004883,3.865632248848229
Trengganu,Setiu,111.36439211774452,-8.0,1215.0,5.981459644589987,0.0,38.94043731689453,6.621065353008043
Johor,Johor Bahru,,,,,,,
Johor,Kluang,,,,,,,
Johor,Kulai,,,,,,,
Johor,Tangkak,,,,,,,
Kelantan,Pasir Puteh,,,,,,,
Perak,Bagan Datuk,,,,,,,
Perak,Larut Dan Matang,,,,,,,
Perak,Muallim,,,,,,,
Sabah,Telupid,,,,,,,
Sarawak,Beluru,,,,,,,
Sarawak,Bukit Mabong,,,,,,,
Sarawak,Kabong,,,,,,,
Sarawak,Maradong,,,,,,,
Sarawak,Pusa,,,,,,,
Sarawak,Sebauh,,,,,,,
Sarawak,Subis,,,,,,,
Sarawak,Tanjung Manis,,,,,,,
Sarawak,Tebedu,,,,,,,
Sarawak,Telang Usan,,,,,,,
Selangor,Ulu Langat,,,,,,,
Selangor,Ulu Selangor,,,,,,,
Terengganu,Kuala Nerus,,,,,,,
W.P. Labuan,W.P. Labuan,,,,,,,
